Best Fitness, Average Fitness, Worst Fitness
1000.0, 994.525, 885.0
1000.0, 993.485, 895.0
1000.0, 994.45, 829.0
1000.0, 994.0, 842.0
1000.0, 996.285, 934.0
1000.0, 995.515, 877.0
996.0, 991.535, 867.0
1000.0, 995.125, 831.0
1000.0, 994.765, 845.0
1000.0, 994.18, 858.0
1000.0, 994.18, 863.0
1000.0, 996.775, 893.0
1000.0, 995.655, 821.0
1000.0, 995.215, 910.0
1000.0, 993.4, 768.0
1000.0, 992.525, 875.0
996.0, 987.915, 782.0
1000.0, 994.885, 919.0
1000.0, 990.665, 829.0
1000.0, 994.975, 881.0
1000.0, 993.32, 875.0
1000.0, 993.2, 920.0
1000.0, 992.36, 850.0
1000.0, 992.055, 828.0
1000.0, 994.885, 863.0
1000.0, 994.975, 863.0
996.0, 986.67, 817.0
1000.0, 994.28, 892.0
1000.0, 991.445, 854.0
1000.0, 994.82, 894.0
1000.0, 991.93, 802.0
1000.0, 992.595, 848.0
1000.0, 993.66, 842.0
1000.0, 993.845, 894.0
1000.0, 993.635, 845.0
1000.0, 993.685, 845.0
996.0, 991.62, 871.0
1000.0, 991.985, 826.0
1000.0, 992.59, 829.0
1000.0, 994.455, 907.0
1000.0, 991.68, 845.0
1000.0, 989.605, 785.0
1000.0, 992.49, 858.0
1000.0, 994.505, 837.0
1000.0, 993.325, 863.0
1000.0, 994.95, 885.0
996.0, 990.665, 871.0
1000.0, 994.73, 861.0
1000.0, 996.24, 888.0
1000.0, 994.665, 795.0
1000.0, 994.995, 809.0
1000.0, 994.93, 800.0
1000.0, 994.81, 777.0
1000.0, 991.895, 821.0
1000.0, 994.6, 895.0
1000.0, 992.86, 837.0
996.0, 989.25, 828.0
1000.0, 995.055, 857.0
1000.0, 995.91, 887.0
1000.0, 994.515, 837.0
1000.0, 995.15, 845.0
1000.0, 995.57, 921.0
1000.0, 996.2, 923.0
1000.0, 994.34, 823.0
1000.0, 992.96, 866.0
1000.0, 996.805, 948.0
996.0, 988.535, 860.0
1000.0, 992.31, 859.0
1000.0, 991.225, 859.0
1000.0, 992.97, 912.0
1000.0, 994.0, 924.0
1000.0, 995.85, 929.0
1000.0, 996.6, 955.0
1000.0, 996.075, 892.0
1000.0, 994.45, 882.0
1000.0, 994.25, 831.0
996.0, 988.01, 787.0
1000.0, 993.22, 827.0
1000.0, 996.805, 925.0
1000.0, 995.22, 907.0
1000.0, 993.63, 836.0
1000.0, 990.055, 816.0
1000.0, 992.095, 852.0
